,id,name
369,rap-calme,rap calme
370,j-pop,j-pop
371,japanese-r-b,japanese r&b
372,rap-inde,rap inde
373,arabic-hip-hop,arabic hip hop
374,rap-algerien,rap algerien
375,brostep,brostep
376,indonesian-pop,indonesian pop
377,bass-trap,bass trap
378,polish-post-rock,polish post-rock
379,indonesian-jazz,indonesian jazz
380,indonesian-singer-songwriter,indonesian singer-songwriter
381,k-pop,k-pop
382,korean-pop,korean pop
383,indonesian-folk,indonesian folk
384,indonesian-indie,indonesian indie
385,indonesian-indie-pop,indonesian indie pop
386,indonesian-r-b,indonesian r&b
387,indonesian-hip-hop,indonesian hip hop
388,bruneian-pop,bruneian pop
389,indonesian-reggae,indonesian reggae
390,indiecoustica,indiecoustica
391,k-pop-girl-group,k-pop girl group
392,chill-r-b,chill r&b
393,korean-r-b,korean r&b
394,indie-anthem-folk,indie anthem-folk
395,irish-rock,irish rock
396,italian-adult-pop,italian adult pop
397,italian-hip-hop,italian hip hop
398,italian-pop,italian pop
399,italian-indie-pop,italian indie pop
400,turin-indie,turin indie
401,rome-indie,rome indie
402,milan-indie,milan indie
403,rap-tunisien,rap tunisien
404,italian-pop-rock,italian pop rock
405,italian-underground-hip-hop,italian underground hip hop
406,rap-napoletano,rap napoletano
407,trap-italiana,trap italiana
408,rap-sardegna,rap sardegna
409,piano-rock,piano rock
410,neo-singer-songwriter,neo-singer-songwriter
411,italian-reggae,italian reggae
412,emo-rap-italiano,emo rap italiano
413,mariachi,mariachi
414,nuevo-regional-mexicano,nuevo regional mexicano
415,ranchera,ranchera
416,regional-mexican,regional mexican
417,banda,banda
418,norteno,norteno
419,mexican-hip-hop,mexican hip hop
420,corrido,corrido
421,sierreno,sierreno
422,gruperas-inmortales,gruperas inmortales
423,nu-cumbia,nu-cumbia
424,bolero,bolero
425,corridos-tumbados,corridos tumbados
426,malaysian-pop,malaysian pop
427,classic-malaysian-pop,classic malaysian pop
428,malay-rap,malay rap
429,malaysian-indie,malaysian indie
430,rock-kapak,rock kapak
431,k-pop-boy-group,k-pop boy group
432,basshall,basshall
433,desi-pop,desi pop
434,dutch-indie-rock,dutch indie rock
435,dutch-rock,dutch rock
436,irish-pop,irish pop
437,surinamese-pop,surinamese pop
438,nederpop,nederpop
439,russelater,russelater
440,electropowerpop,electropowerpop
441,st-louis-rap,st louis rap
442,pop-house,pop house
443,deep-pop-edm,deep pop edm
444,norwegian-hip-hop,norwegian hip hop
445,classic-norwegian-pop,classic norwegian pop
446,danseband,danseband
447,trondersk-musikk,trondersk musikk
448,nz-hip-hop,nz hip hop
449,australian-reggae-fusion,australian reggae fusion
450,salsa-peruana,salsa peruana
451,opm,opm
452,pinoy-rock,pinoy rock
453,pinoy-indie,pinoy indie
454,pinoy-reggae,pinoy reggae
455,polish-pop,polish pop
456,v-pop,v-pop
457,destroy-techno,destroy techno
458,kizomba,kizomba
459,musica-angolana,musica angolana
460,portuguese-pop,portuguese pop
461,semba,semba
462,hip-hop-tuga,hip hop tuga
463,rap-criolo,rap criolo
464,drill-tuga,drill tuga
465,czsk-reggae,czsk reggae
466,reggae-tuga,reggae tuga
467,kizomba-antigas,kizomba antigas
468,kizomba-cabo-verdiana,kizomba cabo-verdiana
469,swedish-idol-pop,swedish idol pop
470,norwegian-indie,norwegian indie
471,norwegian-pop-rap,norwegian pop rap
472,swedish-hip-hop,swedish hip hop
473,swedish-pop-rap,swedish pop rap
474,swedish-gangsta-rap,swedish gangsta rap
475,swedish-reggae,swedish reggae
476,swedish-trap-pop,swedish trap pop
477,mgpjr,mgpjr
478,hard-rock,hard rock
479,classic-swedish-pop,classic swedish pop
480,skansk-musik,skansk musik
481,swedish-country,swedish country
482,swedish-alternative-rock,swedish alternative rock
483,swedish-indie-rock,swedish indie rock
484,mandopop,mandopop
485,singaporean-mandopop,singaporean mandopop
486,singaporean-pop,singaporean pop
487,c-pop,c-pop
488,taiwan-pop,taiwan pop
489,zhongguo-feng,zhongguo feng
490,turkish-pop,turkish pop
491,turkish-trap-pop,turkish trap pop
492,arabesk,arabesk
493,turkish-singer-songwriter,turkish singer-songwriter
494,turkish-deep-house,turkish deep house
495,turkish-hip-hop,turkish hip hop
496,turkish-trap,turkish trap
497,deep-turkish-pop,deep turkish pop
498,turkish-edm,turkish edm
499,turkish-alt-pop,turkish alt pop
500,turkish-modern-jazz,turkish modern jazz
501,anadolu-rock,anadolu rock
502,karadeniz-turkuleri,karadeniz turkuleri
503,turkish-alternative,turkish alternative
504,turkish-alternative-rock,turkish alternative rock
505,turkish-rock,turkish rock
506,kosovan-pop,kosovan pop
507,oyun-havasi,oyun havasi
508,turkish-folk,turkish folk
509,irish-singer-songwriter,irish singer-songwriter
510,taiwan-hip-hop,taiwan hip hop
511,taiwan-singer-songwriter,taiwan singer-songwriter
512,chinese-indie,chinese indie
513,taiwan-indie,taiwan indie
514,malaysian-mandopop,malaysian mandopop
515,cantopop,cantopop
516,hollywood,hollywood
517,chinese-r-b,chinese r&b
518,classic-mandopop,classic mandopop
519,chinese-singer-songwriter,chinese singer-songwriter
520,mainland-chinese-pop,mainland chinese pop
521,movie-tunes,movie tunes
522,plugg,plugg
523,nottingham-indie,nottingham indie
524,dancefloor-dnb,dancefloor dnb
525,drum-and-bass,drum and bass
526,austrian-pop,austrian pop
527,german-rock,german rock
528,vienna-indie,vienna indie
529,folk-pop,folk-pop
530,hawaiian-hip-hop,hawaiian hip hop
531,stomp-and-holler,stomp and holler
532,acoustic-pop,acoustic pop
533,australian-indie-folk,australian indie folk
534,indie-folk,indie folk
535,devon-indie,devon indie
536,contemporary-country,contemporary country
537,country,country
538,country-road,country road
539,modern-country-rock,modern country rock
540,norwegian-country,norwegian country
541,norwegian-folk-rock,norwegian folk rock
542,disney,disney
543,show-tunes,show tunes
544,deep-neofolk,deep neofolk
545,pinoy-r-b,pinoy r&b
546,tagalog-rap,tagalog rap
547,swedish-drill,swedish drill
548,swedish-trap,swedish trap
549,compositional-ambient,compositional ambient
550,experimental-classical,experimental classical
551,icelandic-classical,icelandic classical
552,icelandic-experimental,icelandic experimental
553,nordic-soundtrack,nordic soundtrack
554,soundtrack,soundtrack
555,chinese-drama-ost,chinese drama ost
556,afroswing,afroswing
557,bhangra,bhangra
558,classic-bhangra,classic bhangra
559,canadian-indie,canadian indie
560,italian-alternative,italian alternative
561,classic-italian-pop,classic italian pop
562,folk-rock-italiano,folk rock italiano
563,brooklyn-indie,brooklyn indie
564,indie-pop,indie pop
565,vapor-pop,vapor pop
566,persian-pop,persian pop
567,turkish-jazz,turkish jazz
568,j-poprock,j-poprock
569,j-rock,j-rock
570,japanese-emo,japanese emo
571,visual-kei,visual kei
572,pop-r-b,pop r&b
573,brighton-indie,brighton indie
574,garage-rock,garage rock
575,sheffield-indie,sheffield indie
576,british-singer-songwriter,british singer-songwriter
577,pop-lgbtq--brasileira,pop lgbtq+ brasileira
578,trap-dominicano,trap dominicano
579,finnish-reggae,finnish reggae
580,belgian-hip-hop,belgian hip hop
581,rap-belge,rap belge
582,singer-songwriter,singer-songwriter
583,balkan-beats,balkan beats
584,electro-swing,electro swing
585,nu-jazz,nu jazz
586,korean-singer-songwriter,korean singer-songwriter
587,norwegian-house,norwegian house
588,contemporary-r-b,contemporary r&b
589,south-carolina-hip-hop,south carolina hip hop
590,belgian-techno,belgian techno
591,northern-irish-indie,northern irish indie
592,future-garage,future garage
593,chicago-indie,chicago indie
594,funky-tech-house,funky tech house
595,latin-metal,latin metal
596,metal-colombiano,metal colombiano
597,trova,trova
598,finnish-soul,finnish soul
599,veracruz-indie,veracruz indie
600,ritmo-kombina,ritmo kombina
601,melancholia,melancholia
602,norwegian-singer-songwriter,norwegian singer-songwriter
603,pop-peruano,pop peruano
604,fotbollslatar,fotbollslatar
605,qanun,qanun
606,turkish-instrumental,turkish instrumental
607,chinese-electropop,chinese electropop
608,country-pop,country pop
609,hyperpop-francais,hyperpop francais
610,indie-soul,indie soul
611,la-indie,la indie
612,german-cloud-rap,german cloud rap
613,laulaja-lauluntekija,laulaja-lauluntekija
614,rebel-blues,rebel blues
615,scottish-rock,scottish rock
616,dutch-cabaret,dutch cabaret
617,dutch-singer-songwriter,dutch singer-songwriter
618,classic-dubstep,classic dubstep
619,glam-metal,glam metal
620,salsa-urbana,salsa urbana
621,swedish-eurodance,swedish eurodance
622,melodipop,melodipop
623,stoner-metal,stoner metal
624,emo-rap,emo rap
625,mundart,mundart
626,swiss-hip-hop,swiss hip hop
627,swiss-indie,swiss indie
628,german-alternative-rap,german alternative rap
629,german-underground-rap,german underground rap
630,canzone-napoletana,canzone napoletana
631,rap-italiano-old-school,rap italiano old school
632,indie-folk-italiano,indie folk italiano
633,nederlandse-hardstyle,nederlandse hardstyle
634,tekk,tekk
635,gabba,gabba
636,happy-hardcore,happy hardcore
637,hardcore-techno,hardcore techno
638,funk-metal,funk metal
639,screamocore,screamocore
640,swedish-dancehall,swedish dancehall
641,karadeniz-pop,karadeniz pop
642,neue-deutsche-welle,neue deutsche welle
643,new-romantic,new romantic
644,nu-disco,nu disco
645,electra,electra
646,post-grunge,post-grunge
647,christlicher-rap,christlicher rap
648,danish-alternative-rock,danish alternative rock
649,danish-punk,danish punk
650,reunion-pop,reunion pop
651,indie-liguria,indie liguria
652,rap-genovese,rap genovese
653,dutch-trap,dutch trap
654,orebro-indie,orebro indie
655,hokkien-pop,hokkien pop
656,taiwanese-indigenous,taiwanese indigenous
657,post-punk-argentina,post-punk argentina
658,ska-argentino,ska argentino
659,batidao-romantico,batidao romantico
660,canadian-rock,canadian rock
661,neon-pop-punk,neon pop punk
662,pixie,pixie
663,pop-punk,pop punk
664,discofox,discofox
665,indonesian-alternative-rock,indonesian alternative rock
666,malaysian-hip-hop,malaysian hip hop
667,maluku-pop,maluku pop
668,carnaval,carnaval
669,sami,sami
670,dansband,dansband
671,danspunk,danspunk
672,swedish-rock-and-roll,swedish rock-and-roll
673,vintage-swedish-pop,vintage swedish pop
674,singaporean-singer-songwriter,singaporean singer-songwriter
675,nz-pop,nz pop
676,brazilian-bass,brazilian bass
677,brazilian-house,brazilian house
678,mgp,mgp
679,virgin-islands-reggae,virgin islands reggae
680,classic-finnish-pop,classic finnish pop
681,armenian-hip-hop,armenian hip hop
682,armenian-pop,armenian pop
683,afro-house,afro house
684,south-african-house,south african house
685,south-african-pop-dance,south african pop dance
686,albanian-pop,albanian pop
687,greek-trap,greek trap
688,swedish-singer-songwriter,swedish singer-songwriter
689,chinese-hip-hop,chinese hip hop
690,alternative-hip-hop,alternative hip hop
691,g-funk,g funk
692,indonesian-pop-rock,indonesian pop rock
693,lagu-sabahan,lagu sabahan
694,norwegian-trap,norwegian trap
695,melodic-dubstep,melodic dubstep
696,kurdish-hip-hop,kurdish hip hop
697,finnish-alternative-rock,finnish alternative rock
698,detroit-trap,detroit trap
699,german-trap,german trap
700,italo-dance,italo dance
701,bass-house,bass house
702,canadian-indie-folk,canadian indie folk
703,freak-folk,freak folk
704,indie-rock,indie rock
705,saskatchewan-indie,saskatchewan indie
706,gqom,gqom
707,gaming-edm,gaming edm
708,hopebeat,hopebeat
709,deep-regional-mexican,deep regional mexican
710,turkish-psych,turkish psych
711,romanian-house,romanian house
712,romanian-pop,romanian pop
713,pop-emo,pop emo
714,modern-blues-rock,modern blues rock
715,modern-hard-rock,modern hard rock
716,finnish-electro,finnish electro
717,k-rap,k-rap
718,reggaeton-mexicano,reggaeton mexicano
719,norwegian-rock,norwegian rock
720,hands-up,hands up
721,chinese-audiophile,chinese audiophile
722,uk-dancehall,uk dancehall
723,polish-hip-hop,polish hip hop
724,gothenburg-indie,gothenburg indie
725,old-school-atlanta-hip-hop,old school atlanta hip hop
726,political-hip-hop,political hip hop
727,crunk,crunk
728,memphis-hip-hop,memphis hip hop
729,boom-bap,boom bap
730,old-school-hip-hop,old school hip hop
731,golden-age-hip-hop,golden age hip hop
732,ambient-folk,ambient folk
733,art-rock,art rock
734,beatlesque,beatlesque
735,symphonic-rock,symphonic rock
736,german-viral-rap,german viral rap
737,pop-flamenco,pop flamenco
738,sad-rap,sad rap
739,birmingham-grime,birmingham grime
740,birmingham-hip-hop,birmingham hip hop
741,birmingham-indie,birmingham indie
742,britpop,britpop
743,leicester-indie,leicester indie
744,moldovan-pop,moldovan pop
745,rap-siciliano,rap siciliano
746,rif,rif
747,swedish-soul,swedish soul
748,hungarian-pop,hungarian pop
749,cypriot-pop,cypriot pop
750,azeri-traditional,azeri traditional
751,croatian-pop,croatian pop
752,supergroup,supergroup
753,chicago-bop,chicago bop
754,pinoy-hip-hop,pinoy hip hop
755,flamenco,flamenco
756,nuevo-flamenco,nuevo flamenco
757,rumba,rumba
758,carnaval-cadiz,carnaval cadiz
759,rap-montrealais,rap montrealais
760,turkce-slow-sarkilar,turkce slow sarkilar
761,madchester,madchester
762,german-soundtrack,german soundtrack
763,urbano-espanol,urbano espanol
764,flamenco-urbano,flamenco urbano
765,rock-andaluz,rock andaluz
766,hardcore-hip-hop,hardcore hip hop
767,french-indie-folk,french indie folk
768,nordnorsk-rap,nordnorsk rap
769,polish-trap,polish trap
770,musica-santomense,musica santomense
771,solo-wave,solo wave
772,frauenrap,frauenrap
773,k-pop-reality-show,k-pop reality show
774,south-african-hip-hop,south african hip hop
775,south-african-trap,south african trap
776,azontobeats,azontobeats
777,ghanaian-hip-hop,ghanaian hip hop
778,afro-soul,afro soul
779,amapiano,amapiano
780,south-african-pop,south african pop
781,chinese-idol-pop,chinese idol pop
782,cuarteto,cuarteto
783,musica-triste-brasileira,musica triste brasileira
784,colombian-hip-hop,colombian hip hop
785,salsa-choke,salsa choke
786,danish-pop-rock,danish pop rock
787,soul-flow,soul flow
788,polish-alternative-rap,polish alternative rap
789,bronx-hip-hop,bronx hip hop
790,turntablism,turntablism
791,phonk,phonk
792,hardstyle,hardstyle
793,jumpstyle,jumpstyle
794,musica-canaria,musica canaria
795,keroncong,keroncong
796,classical-piano,classical piano
797,turkish-classical-performance,turkish classical performance
798,musical-advocacy,musical advocacy
799,bubble-trance,bubble trance
800,latin-viral-pop,latin viral pop
801,sholawat,sholawat
802,taiwan-punk,taiwan punk
803,hong-kong-indie,hong kong indie
804,afrofuturism,afrofuturism
805,texas-country,texas country
806,cali-rap,cali rap
807,balearic,balearic
808,musica-sarda,musica sarda
809,minimal-tech-house,minimal tech house
810,australian-indigenous,australian indigenous
811,classic-indo-pop,classic indo pop
812,indonesian-city-pop,indonesian city pop
813,chinese-viral-pop,chinese viral pop
814,modern-folk-rock,modern folk rock
815,uk-americana,uk americana
816,polish-electronica,polish electronica
817,turkce-remix,turkce remix
818,tennessee-hip-hop,tennessee hip hop
819,bedroom-pop,bedroom pop
820,manchester-hip-hop,manchester hip hop
821,celtic-rock,celtic rock
822,chinese-minyao,chinese minyao
823,black-americana,black americana
824,country-dawn,country dawn
825,baroque-pop,baroque pop
826,quebec-indie,quebec indie
827,dangdut,dangdut
828,dangdut-koplo,dangdut koplo
829,javanese-dangdut,javanese dangdut
830,lagu-jawa,lagu jawa
831,moroccan-pop,moroccan pop
832,trap-tuga,trap tuga
833,r-b-en-espanol,r&b en espanol
834,riddim,riddim
835,halifax-indie,halifax indie
836,future-house,future house
837,rogaland-musikk,rogaland musikk
838,arkansas-hip-hop,arkansas hip hop
839,rap-df,rap df
840,levenslied,levenslied
841,irish-rebel-song,irish rebel song
842,spanish-hip-hop,spanish hip hop
843,batida,batida
844,funana,funana
845,rap-angolano,rap angolano
846,german-indie,german indie
847,spanish-rock,spanish rock
848,rai,rai
849,rap-kreyol,rap kreyol
850,french-reggae,french reggae
851,funk-melody,funk melody
852,rap-canario,rap canario
853,deep-tech-house,deep tech house
854,xinyao,xinyao
855,cueca-chilena,cueca chilena
856,folklore-chileno,folklore chileno
857,classic-danish-pop,classic danish pop
858,instrumental-grime,instrumental grime
859,german-boom-bap,german boom bap
860,emo,emo
861,pop-quebecois,pop quebecois
862,funk-rock,funk rock
863,rap-rock,rap rock
864,blues-rock,blues rock
865,detroit-rock,detroit rock
866,punk-blues,punk blues
867,turkish-punk,turkish punk
868,argentine-hip-hop,argentine hip hop
869,trap-argentino,trap argentino
870,trap-triste,trap triste
871,cumbia-420,cumbia 420
872,rap-antillais,rap antillais
873,afrofuturismo-brasileiro,afrofuturismo brasileiro
874,brazilian-reggae,brazilian reggae
875,cartoon,cartoon
876,pony,pony
877,talentkonkurranse,talentkonkurranse
878,smooth-soul,smooth soul
879,pagode-novo,pagode novo
880,rap-catala,rap catala
881,trap-catala,trap catala
882,bow-pop,bow pop
883,cello,cello
884,finnish-metal,finnish metal
885,gothic-metal,gothic metal
886,symphonic-metal,symphonic metal
887,indonesian-folk-pop,indonesian folk pop
888,nz-reggae,nz reggae
889,pacific-islands-pop,pacific islands pop
890,g-house,g-house
891,cuban-alternative,cuban alternative
892,kingston-on-indie,kingston on indie
893,ontario-indie,ontario indie
894,dangdut-remix,dangdut remix
895,slowed-and-reverb,slowed and reverb
896,drill,drill
897,alabama-rap,alabama rap
898,polish-alternative,polish alternative
899,new-wave-pop,new wave pop
900,grupera,grupera
901,disney-espanol,disney espanol
902,gen-z-singer-songwriter,gen z singer-songwriter
903,lds-youth,lds youth
904,australian-alternative-pop,australian alternative pop
905,rockabilly,rockabilly
906,greenlandic-pop,greenlandic pop
907,rock-alternativo-espanol,rock alternativo espanol
908,spanish-indie-pop,spanish indie pop
909,finnish-punk,finnish punk
910,israeli-pop,israeli pop
911,dutch-americana,dutch americana
912,nordic-orchestra,nordic orchestra
913,orchestra,orchestra
914,radio-symphony,radio symphony
915,salsa-puertorriquena,salsa puertorriquena
916,polish-alternative-rock,polish alternative rock
917,neo-synthpop,neo-synthpop
918,baton-rouge-rap,baton rouge rap
919,celtic-punk,celtic punk
920,folk-punk,folk punk
921,punk,punk
922,ghanaian-pop,ghanaian pop
923,bubblegum-dance,bubblegum dance
924,junior-eurovision,junior eurovision
925,jazz-pop,jazz pop
926,lounge,lounge
927,sophisti-pop,sophisti-pop
928,latin-talent-show,latin talent show
929,rap-maroc,rap maroc
930,norske-viser,norske viser
931,operatic-pop,operatic pop
932,brill-building-pop,brill building pop
933,easy-listening,easy listening
934,american-folk-revival,american folk revival
935,jazz-trio,jazz trio
936,light-music,light music
937,post-romantic-era,post-romantic era
938,ukrainian-classical,ukrainian classical
939,rock-and-roll,rock-and-roll
940,deep-adult-standards,deep adult standards
941,vocal-harmony-group,vocal harmony group
942,folk-rock,folk rock
943,experimental-rock,experimental rock
944,experimental,experimental
945,experimental-pop,experimental pop
946,classic-uk-pop,classic uk pop
947,disco,disco
948,dansktop,dansktop
949,rumba-congolaise,rumba congolaise
950,indie-rock-italiano,indie rock italiano
951,barnemusikk,barnemusikk
952,swedish-jazz,swedish jazz
953,lund-indie,lund indie
954,azeri-rap,azeri rap
955,ulkucu-sarkilar,ulkucu sarkilar
956,new-wave,new wave
957,torch-song,torch song
958,vocal-jazz,vocal jazz
959,canadian-country,canadian country
960,oklahoma-country,oklahoma country
961,country-rock,country rock
962,hi-nrg,hi-nrg
963,synthpop,synthpop
964,bubblegum-pop,bubblegum pop
965,desert-blues,desert blues
966,kora,kora
967,mande-pop,mande pop
968,kindermusik,kindermusik
969,classic-danish-rock,classic danish rock
970,danish-singer-songwriter,danish singer-songwriter
971,norwegian-jazz,norwegian jazz
972,children-s-choir,children's choir
973,finnish-choir,finnish choir
974,muziek-voor-kinderen,muziek voor kinderen
975,christmas-product,christmas product
976,oslo-indie,oslo indie
977,portuguese-rock,portuguese rock
978,punk-tuga,punk tuga
979,classical-tenor,classical tenor
980,italian-tenor,italian tenor
981,ectofolk,ectofolk
982,lilith,lilith
983,chanson,chanson
984,ye-ye,ye ye
985,rap-underground-espanol,rap underground espanol
986,rap-portuense,rap portuense
987,rap-tuga-underground,rap tuga underground
988,sleep,sleep
989,baglama,baglama
990,roots-rock,roots rock
991,chilean-hardcore,chilean hardcore
992,classic-finnish-rock,classic finnish rock
993,classic-polish-pop,classic polish pop
994,acoustic-cover,acoustic cover
995,psychedelic-rock,psychedelic rock
996,sunshine-pop,sunshine pop
997,cowboy-western,cowboy western
998,traditional-country,traditional country
999,yodeling,yodeling
1000,classic-girl-group,classic girl group
1001,progressive-rock,progressive rock
1002,contemporary-vocal-jazz,contemporary vocal jazz
1003,new-age,new age
1004,choral,choral
1005,doo-wop,doo-wop
1006,rhythm-and-blues,rhythm and blues
1007,beach-music,beach music
1008,swing,swing
1009,chill-pop,chill pop
1010,scottish-singer-songwriter,scottish singer-songwriter
1011,piano-blues,piano blues
1012,detske-pisnicky,detske pisnicky
1013,australian-alternative-rock,australian alternative rock
1014,australian-rock,australian rock
1015,arkansas-country,arkansas country
1016,outlaw-country,outlaw country
1017,soul-blues,soul blues
1018,athens-indie,athens indie
1019,folk,folk
1020,big-band,big band
1021,classic-country-pop,classic country pop
1022,novelty,novelty
1023,idol,idol
1024,cancion-infantil-latinoamericana,cancion infantil latinoamericana
1025,musica-para-ninos,musica para ninos
1026,villancicos,villancicos
1027,teen-pop,teen pop
1028,christmas-instrumental,christmas instrumental
1029,finnish-heavy-metal,finnish heavy metal
1030,finnish-idol-pop,finnish idol pop
1031,finnish-power-metal,finnish power metal
1032,dixieland,dixieland
1033,harlem-renaissance,harlem renaissance
1034,jazz-trumpet,jazz trumpet
1035,new-orleans-jazz,new orleans jazz
1036,bebop,bebop
1037,cool-jazz,cool jazz
1038,jazz,jazz
1039,jazz-saxophone,jazz saxophone
1040,library-music,library music
1041,stride,stride
1042,classic-soundtrack,classic soundtrack
1043,french-jazz,french jazz
1044,french-soundtrack,french soundtrack
1045,nouvelle-chanson-francaise,nouvelle chanson francaise
1046,country-quebecois,country quebecois
1047,italian-jazz,italian jazz
1048,italian-lounge,italian lounge
1049,chicago-soul,chicago soul
1050,gospel-singers,gospel singers
1051,norsk-lovsang,norsk lovsang
1052,nordnorsk-musikk,nordnorsk musikk
1053,gospel,gospel
1054,spirituals,spirituals
1055,classic-opm,classic opm
1056,papuri,papuri
1057,pinoy-praise,pinoy praise
1058,tagalog-worship,tagalog worship
1059,poezja-spiewana,poezja spiewana
1060,polish-rock,polish rock
1061,koledy,koledy
1062,polish-contemporary-classical,polish contemporary classical
1063,uwielbienie,uwielbienie
1064,avant-garde-jazz,avant-garde jazz
1065,contemporary-post-bop,contemporary post-bop
1066,jazz-fusion,jazz fusion
1067,jazz-guitar,jazz guitar
1068,polish-synthpop,polish synthpop
1069,goralski,goralski
1070,polish-folk,polish folk
1071,musica-infantil,musica infantil
1072,musica-para-criancas,musica para criancas
1073,nashville-sound,nashville sound
1074,bossa-nova,bossa nova
1075,brazilian-jazz,brazilian jazz
1076,samba,samba
1077,violao,violao
1078,deep-soft-rock,deep soft rock
1079,smooth-jazz,smooth jazz
1080,c86,c86
1081,acoustic-chill,acoustic chill
1082,glee-club,glee club
1083,musica-cabo-verdiana,musica cabo-verdiana
1084,broadway,broadway
1085,deep-talent-show,deep talent show
1086,jazz-funk,jazz funk
1087,balkan-hip-hop,balkan hip hop
1088,turbo-folk,turbo folk
1089,harlem-hip-hop,harlem hip hop
1090,rock-keyboard,rock keyboard
1091,dansk-comedy,dansk comedy
1092,acid-house,acid house
1093,deep-big-room,deep big room
1094,french-synthpop,french synthpop
1095,brisbane-indie,brisbane indie
1096,kiwi-rock,kiwi rock
1097,nz-singer-songwriter,nz singer-songwriter
1098,uk-reggae,uk reggae
1099,southern-rock,southern rock
1100,swamp-rock,swamp rock
1101,disco-polo,disco polo
1102,british-invasion,british invasion
1103,merseybeat,merseybeat
1104,diva-house,diva house
1105,variete-francaise,variete francaise
1106,dutch-indie,dutch indie
1107,hard-bass,hard bass
1108,turkce-kadin-rap,turkce kadin rap
1109,new-jack-swing,new jack swing
1110,pop-electronico,pop electronico
1111,tropical-alternativo,tropical alternativo
1112,swedish-americana,swedish americana
1113,australian-garage-punk,australian garage punk
1114,australian-indie-rock,australian indie rock
1115,hiplife,hiplife
1116,york-indie,york indie
1117,pinoy-trap,pinoy trap
1118,chinderlieder,chinderlieder
1119,schweizer-rap,schweizer rap
1120,swiss-reggae,swiss reggae
1121,bayerischer-rap,bayerischer rap
1122,classic-indonesian-rock,classic indonesian rock
1123,indonesian-rock,indonesian rock
1124,pinoy-alternative-rap,pinoy alternative rap
1125,traprun,traprun
1126,groove-room,groove room
1127,west-coast-trap,west coast trap
1128,spiritual-hip-hop,spiritual hip hop
1129,sacramento-hip-hop,sacramento hip hop
1130,south-african-alternative,south african alternative
1131,indie-hip-hop,indie hip hop
1132,german-r-b,german r&b
1133,karneval,karneval
1134,kolsche-karneval,kolsche karneval
1135,italian-ska,italian ska
1136,firenze-indie,firenze indie
1137,dancehall-guyanaise,dancehall guyanaise
1138,shatta,shatta
1139,zouk-riddim,zouk riddim
1140,gothenburg-hip-hop,gothenburg hip hop
1141,mexican-edm,mexican edm
1142,viral-pop-brasileiro,viral pop brasileiro
1143,rap-baiano,rap baiano
1144,trap-baiano,trap baiano
1145,deep-rai,deep rai
1146,morelos-indie,morelos indie
1147,boston-hip-hop,boston hip hop
1148,ukrainian-pop,ukrainian pop
1149,rkt,rkt
1150,nantes-indie,nantes indie
1151,kenyan-pop,kenyan pop
1152,portuguese-indie,portuguese indie
1153,comedy-rap,comedy rap
1154,rap-romantico,rap romantico
1155,trance-brasileiro,trance brasileiro
1156,singaporean-hip-hop,singaporean hip hop
1157,new-americana,new americana
1158,comic,comic
1159,anime,anime
1160,ukg-revival,ukg revival
1161,rap-espanol,rap espanol
1162,norrlandsk-hip-hop,norrlandsk hip hop
1163,chinese-jazz,chinese jazz
1164,dark-clubbing,dark clubbing
1165,soca,soca
1166,dutch-r-b,dutch r&b
1167,electronica,electronica
