,id,name,country
778,Q19398541,Warner Music Norway,NO
779,Q48772144,Eusonia Records,US
780,Q60713812,Sony Music Norway,NO
781,Q24260071,Ambitiouz Entertainment,ZA
782,Q56883180,Ricordi,
783,Q3622704,Ariston,IT
784,Q18574662,Durium,IT
785,Q3684977,CGD,IT
786,Q4008582,Vanilla,IT
787,Q3804023,It,IT
788,Q54485190,MLD Entertainment,KR
789,Q12515931,Sony Music Indonesia,ID
790,Q48815975,Future House Music,
791,Q60176586,Maciste Dischi,IT
792,Q1971223,Rap-A-Lot Records,US
793,Q16161254,Hybe Corporation,KR
794,Q1154245,Rhythm Zone,JP
795,Q10269526,EMI Music Australia,
796,Q5935202,Payner,BG
797,Q16174772,Rainbow Bridge World,KR
798,Q2311775,DGC Records,US
799,Q59455323,Sony Music Colombia,
800,Q17478029,FM Discos y Cintas,CO
801,Q16837404,Balloom,
802,Q3542260,Turbo,
803,Q219877,Zone,
804,Q644144,Greensleeves Records,GB
805,Q518854,Delicious Vinyl,US
806,Q8193865,Sony Music Records,JP
807,Q17216773,tearbridge production,JP
808,Q533572,Specialty,US
809,Q5034033,Cantora Records,US
810,Q8073825,Zona Bruta,ES
811,Q6170089,Yo Gano,ES
812,Q22116917,Apulanta,FI
813,Q3237252,Levy-yhtiö,FI
814,Q1397914,Fat Possum Records,US
815,Q28310645,Label SJ,
816,Q3030172,DRO,ES
817,Q693194,Napalm Records,AT
818,Q16383411,Future Classic,AU
819,Q19968197,Gruenrekorder,DE
820,Q605388,Fat Wreck Chords,US
821,Q4048005,RAM Records,GB
822,Q97930407,Jo & Co,
823,Q484449,Cube Entertainment,KR
824,Q784001,Moshi Moshi Records,GB
825,Q77919769,Grade A Productions,US
826,Q6869316,Minos EMI,GR
827,Q4022002,YGX,
828,Q21189423,Last Kings Records,US
829,Q5457290,Flamingo Recordings,NL
830,Q63610079,Wicked Awesome Records,US
831,Q1150311,Toy's Factory,JP
832,Q549624,Rise Above Records,GB
833,Q756320,Metal Blade Records,US
834,Q17070143,Loma Vista Recordings,US
835,Q1426154,Rawkus Records,US
836,Q9366777,Universal Music Spain,ES
837,Q1551705,Modern Records,US
838,Q5016439,Cadet Records,US
839,Q21116268,Jive Epic,FR
840,Q627446,Ill Will Records,US
841,Q102226106,Solina Records,FI
842,Q7387407,S. Carter Records,US
843,Q578943,Factory Records,GB
844,Q2400027,Factory Benelux,BE
845,Q20646930,Alfa Records,ID
846,Q20992262,JLe Management,IT
847,Q20988109,Freak & Chic,IT
848,Q106128804,Universal Music Russia,RU
849,Q7079783,Og Music,CA
850,Q7658578,Swing Mob,US
851,Q56393180,Akurama Records,ID
852,Q3090783,Full Surface Records,US
853,Q1193843,Ruff Ryders Entertainment,US
854,Q21554828,IST Entertainment,KR
855,Q5069751,Chameleon,
856,Q7243094,Primary Wave Records,US
857,Q6422927,Knockout Entertainment,US
858,Q4861369,Barnaby Records,US
859,Q3716272,Dunhill,US
860,Q800080,A&M Octone Records,US
861,Q16860534,La calandria,
862,Q5120875,Cinepoly Records,HK
863,Q4836116,BNA Records,US
864,Q1660305,Imperial,US
865,Q9373896,Wifon,PL
866,Q376659,Plastician,
867,Q4384116,City Records,RS
868,Q65332179,KOZ Entertainment,KR
869,Q6094434,Quemasucabeza,CL
870,Q2576206,East West Records,GB
871,Q7737132,The Goldmind Inc.,US
872,Q19865172,Todd Moscowitz,
873,Q39086683,Rich Music,
874,Q3391420,Planet E Communications,
875,Q5519888,Game Recordings,US
876,Q276452,Goliath Artists,
877,Q1202628,JVCKenwood Victor Entertainment,JP
878,Q7251106,Prosto Records,PL
879,Q6940121,Musart,
880,Q101115774,Good I Music,US
881,Q4921651,Black River Entertainment,US
882,Q126399,Warner Bros.,US
883,Q7201757,Plasma Records,US
884,Q1337601,Murder Inc. Records,US
885,Q17151258,Soul Temple Records,US
886,Q528124,Loud Records,US
887,Q1107750,Cold Chillin' Records,US
888,Q5989744,Magenta ema,AR
889,Q30431407,FCMG,AO
890,Q64617335,Dreamh Record,AO
891,Q10393220,Warner Music Chile,CL
892,Q1848896,Southern Lord Records,US
893,Q6305494,Sakara Records,FI
894,Q7027790,Nick Records,US
895,Q7703654,Terrible Records,US
896,Q10303978,Iso (record label),
897,Q1185036,Deluxe Records,DE
898,Q2964464,Chop Shop Records,US
899,Q14944631,EMI Records Japan,JP
900,Q483971,Stone Music Entertainment,KR
901,Q20943680,Genie Music,KR
902,Q2280168,Paisley Park Records,US
903,Q2333874,NPG Records,US
904,Q4884070,Bellmark Records,US
905,Q7261440,Purple Music Switzerland,
906,Q1060165,Riot Games,US
907,Q12477678,Indo Semar Records,ID
908,Q9170958,EMI Music Poland Sp. z o.o.,PL
909,Q15102712,Hot Action Records,DE
910,Q920079,Desert Storm Records,US
911,Q745362,Heads Up International,US
912,Q1122815,Vocalion,US
913,Q12481196,Demajors,ID
914,Q3330733,Grand Royal,US
915,Q4781098,Applause Records,US
916,Q16496089,Bagua Records,BR
917,Q1026612,Mystic Production,PL
918,Q1473770,Fullsteam Records,FI
919,Q77309060,Little Big Music,NO
920,Q50133002,Virgin,
921,Q29514946,M&H Entertainment,KR
922,Q4806125,ICM Partners,US
923,Q26710831,Communion Records,GB
924,Q7299616,Razor & Tie,US
925,Q960732,Drive-Thru Records,US
926,Q53137284,Play Two -                        House of Hassani,
927,Q64706272,Lo-fi Worldwide,AO
928,Q11894884,Suomen Musiikki,FI
929,Q108170597,Cityboy,FI
930,Q3804074,Italdisc,IT
931,Q3934174,Ri-Fi,IT
932,Q3887976,PDU,CH
933,Q726153,Epitaph Records,US
934,Q2093972,Visible Noise,GB
935,Q838544,Earache Records,GB
936,Q12485804,Hits Records,ID
937,Q842647,Striped bass,
938,Q60674697,Vallila Music House,FI
939,Q790187,Avantgarde Music,IT
940,Q2817918,Six-O-Nine,FR
941,Q1613412,Midi:Nette M.†.M,JP
942,Q3307668,Dew Process,AU
943,Q1131870,Coral,US
944,Q2723471,Interscope Geffen A&M,US
945,Q56762278,His Master's Voice,
946,Q1327994,Matador Records,US
947,Q56406960,daWorks,NO
948,Q1239845,Hellcat Records,US
949,Q7204422,PledgeMusic,
950,Q4051478,Tico Records,US
951,Q18390500,YUE HUA Entertainment,CN
952,Q5095107,Chi Sound Records,US
953,Q64849564,SDKT Entertainment,NO
954,Q3269698,Lyric Street Records,US
955,Q1946521,Monument Records,US
956,Q22079337,All Money In,US
957,Q5465369,Food Records,GB
958,Q3140001,Honest Jon's,GB
959,Q145540,Southern Fried Records,GB
960,Q60786375,UnitedMasters,US
961,Q18394795,Totally Gross National Product,US
962,Q107504279,Nice Life Recording Company,
963,Q996818,Polyvinyl,US
964,Q325866,Real World Records,GB
965,Q5863630,Fonomusic,ES
966,Q7044358,No Limit Forever Records,US
967,Q18628,Roadrunner Records,US
968,Q1465812,Paramount,US
969,Q2412906,TF1 Group,FR
970,Q2301434,Radioactive Records,US
971,Q5062741,Centricity Music,US
972,Q30588407,Label No Genre,US
973,Q70640030,Rebel Rock,US
974,Q78458850,Is This Art!,FI
975,Q107522792,IOK Music,
976,Q107522777,131 Label,
977,Q220176,Zooland Records,DE
978,Q60749624,Spillage Village,
979,Q24866458,The Black Label,KR
980,Q57389728,Victor,US
981,Q6749300,Manhattan Records,US
982,Q17121734,Planet 9,US
983,Q2413243,The Orchard,
984,Q12599305,Brand New Music,KR
985,Q2456091,Immortal Records,US
986,Q3347106,Néochrome,FR
987,Q1537118,World Circuit,GB
988,Q3342404,No Format!,FR
989,Q100927753,Godd Complexx,US
990,Q84796344,Sony Music Spain,ES
991,Q809177,Barsuk Records,US
992,Q2183149,33rd Street Records,US
993,Q127289,Volcano Entertainment,US
994,Q27670061,"PolyGram Records, Inc.",
995,Q976267,Wall of Sound,GB
996,Q856329,CLS Music,HU
997,Q373246,Eagle Records,GB
998,Q63313551,Ariola Records America,
999,Q3879381,Numero Uno,IT
1000,Q301475,5 Minute Walk,US
1001,Q1631774,Asian Man Records,US
1002,Q2295655,Carrere,FR
1003,Q1306283,Modular Recordings,AU
1004,Q24515260,Heldeep Records,NL
1005,Q20451494,Suria Records,MY
1006,Q980704,Studio 100,BE
1007,Q7562162,Sonográfica,VE
1008,Q6957268,Nacional Records,US
1009,Q1113541,Combat Records,US
1010,Q6546074,Light Records,US
1011,Q103754677,Música y Entretenimiento,CL
1012,Q706013,Odeon,DE
1013,Q288810,ACT Music,DE
1014,Q2034661,Vanguard Records,US
1015,Q101535940,Alamo Records,US
1016,Q10853023,BMG Japan,JP
1017,Q4790747,Ariola Japan,JP
1018,Q595808,Kitty Films,JP
1019,Q2374661,Ant-Zen,DE
1020,Q279035,Jubilee Records,US
1021,Q96869944,Victor Victor Worldwide,US
1022,Q834469,Emperor Entertainment Group,
1023,Q18392162,G-Series,BD
1024,Q1503081,Shanachie Records,US
1025,Q2553853,CNR,NL
1026,Q16167317,C9 Entertainment,KR
1027,Q2553368,Albert Productions,AU
1028,Q6541013,Liberation Records,US
1029,Q128280,ATO Records,US
1030,Q4045743,Om Records,US
1031,Q1123266,Enigma,US
1032,Q681168,Drakkar Entertainment,DE
1033,Q17017901,PIAS Recordings,BE
1034,Q315760,Studio !K7,DE
1035,Q2608177,Brushfire Records,US
1036,Q5417294,Everloving Records,
1037,Q6083361,Island Records Australia,AU
1038,Q18689034,Osasto-A Records,FI
1039,Q625631,Jungle Entertainment,KR
1040,Q7314410,Republic Nashville,US
1041,Q42297270,Glory Boyz Entertainment,
1042,Q42297274,Glo Gang,
1043,Q5045602,Carpark Records,US
1044,Q5579001,Goldband Records,US
1045,Q7336183,Rising Tide Records,US
1046,Q2386070,Sugar Hill Records,US
1047,Q2975356,Riverside,US
1048,Q1205595,NBCUniversal Entertainment Japan LLC,JP
1049,Q49054340,St.319 Entertainment,
1050,Q9019737,Laboratório Fantasma,BR
1051,Q7649474,Sussex,US
1052,Q7317773,Reveal Records,GB
1053,Q19298963,Rattos Locos Records,DE
1054,Q466267,I Luv Money Records,DE
1055,Q38073978,Lollipop,
1056,Q38074020,Twins,
1057,Q38074058,DRO EastWest,ES
1058,Q106287337,Prime Corp Productions,FR
1059,Q3325295,Les Disques Motors,FR
1060,Q4024311,Zeus,IT
1061,Q3438138,Bang Records,US
1062,Q60743923,Studio J,
1063,Q101479260,Nordic Notes,DE
1064,Q77308970,Caroline International,GB
1065,Q16851359,Jiggiri Records,US
1066,Q1728690,Kapp Records,US
1067,Q7405919,Salt Records,GB
1068,Q4797610,Narada Productions,US
1069,Q7202395,Platipus Records,GB
1070,Q5288377,Doghouse Records,US
1071,Q3489789,Some Bizzare,GB
1072,Q5398030,Eskaton,GB
1073,Q5068751,Chalice,GB
1074,Q684875,Threshold House,GB
1075,Q2818443,7th Magnitude,
1076,Q3283821,Pasajero,
1077,Q2467208,UK Records,GB
1078,Q2415590,Lench Mob Records,US
1079,Q61410007,P Nation,KR
1080,Q370012,Grand Production,RS
1081,Q106247922,MTG,NO
1082,Q12603091,Shofar Music,KR
1083,Q810477,Bassboxxx,DE
1084,Q30055845,Mastered Trax,MX
1085,Q106681331,Houndstooth Records,GB
1086,Q3518860,Terror Squad Entertainment,US
1087,Q5069785,Chamillitary Entertainment,US
1088,Q7270229,International Rock Star Records,US
1089,Q7562525,Sony Urban Music,US
1090,Q7619938,Storch Music Company,US
1091,Q7548973,SoBe Entertainment,US
1092,Q1344736,Entertainment One,US
1093,Q31179359,KQ Entertainment,KR
1094,Q2663658,Dark Horse Records,GB
1095,Q65236918,Katakombi,FI
1096,Q1772450,Asthmatic Kitty,US
1097,Q62065050,La Voix de son Maître,FR
1098,Q5578872,Gold Star Music,US
1099,Q16499990,True Fantasia,
1100,Q4923294,GMM Grammy,TH
1101,Q106484439,Letzte Wölfe GmbH,DE
1102,Q530710,Global Underground,GB
1103,Q108127478,Gud Vibrations,
1104,Q109333088,Ophelia,US
1105,Q2816342,361 Records,
1106,Q679551,Mosley Music Group,US
1107,Q5323517,EMI Televisa Music,MX
1108,Q998310,I've Sound,
1109,Q1040761,Key Sounds Label,JP
1110,Q6778266,Marvelous Entertainment,JP
1111,Q28531098,Goldzweig,DE
1112,Q22126104,EVIL LINE RECORDS,JP
1113,Q16744781,Unborde,JP
1114,Q5453726,First Priority Music,US
1115,Q6054868,Oveja Negra,CL
1116,Q5523762,Garpax Records,US
1117,Q36598949,BMD Fox Records,JP
1118,Q7044889,No Remorse Records,DE
1119,Q28690421,Sacra Music,JP
